-46.2,-42.4,-40.8,-41.2,-42.4,-45.5,-52.8,-54.8,-57.2
-44.4,-40.2,-39.2,-38.3,-42.2,-38.4,-46.6,-51.6,-55.6
-41.2,-40.8,-34.8,-38.8,-40,-36,-45.6,-46.6,-50.8
-39.2,-40,-30.2,-33.3,-35.6,-39.8,-42.5,-46.2,-53.2
-40.6,-26.2,-25.6,-40.3,-38.3,-45.8,-51,-52.6,-54
